Gender,Residence,Study_Level,Faculty,Grad_School,Visiting_Faculty_GradSchool,Affiliation_Program,Weekday_Schedule_Satisfaction,Weekend_Schedule_Satisfaction,Understanding_Routes,UseMore_IfFrequent,App_Helping_Ring,MostValuable_Improvement,Overall_Satisfaction,Open_Comments,Department,Problem_LateBus,Problem_TooCrowded,Problem_LongWait,Problem_NotMyRoute,Problem_RouteConfusing,Problem_HoursMismatch,Problem_NotClean,Problem_DriverBehavior,Freq_Taxi,Freq_Ring,Freq_Walking,Freq_Hitchhiking,Freq_PersonalVehicle,Weekday_Ring_Frequency,Weekend_Ring_Frequency,Avg_Wait_Time,Reason_Free,Reason_No_private_car,Reason_Most_convenient,Reason_Fastest,Reason_Better_for_environment,Reason_Hard_to_find_parking,Purpose_Going_to_A1_Gate,Purpose_Going_to_A2_Gate,Purpose_Going_to_department,Purpose_Going_to_East_Dorms,Purpose_Going_to_West_Dorms,Purpose_Going_to_cafeteria,Purpose_Going_to_library,Purpose_Going_to_sports_facilitie,Route_Brown_A1___A1,Route_Turquoise_West___A2,Route_Orange_West___A2,Route_Yellow_A2___East,Route_Red_East___A2,Route_Navy_Blue_East___East,Route_Purple_A1___A1,TimeWkday_Morning_08:00_11:00,TimeWkday_Midday_11:00_15:00,TimeWkday_Afternoon_15:00_19:00,TimeWkday_Late_19:00_23:00,TimeWkend_Morning_08:00_11:00,TimeWkend_Midday_11:00_15:00,TimeWkend_Afternoon_15:00_19:00,TimeWkend_Late_19:00_23:00,Total_Usage_Score,Problem_Severity_Index,Heavy_User,Residence_Simplified,Route_Count,Purpose_Count,Reason_Count,UseMore_Binary
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,1,1,4.0,Yes,2.0,More frequent buses,2.0,soforler keyiflerine gore cikariyorlar ringleri saatler ve seferler yetersiz havaciliktan ringe binebilmek neredeyse imkansiz 20 dkda bir haftaici derse yetismek icin hic uygun degil cunku ring dolu gelince zaten derse gec kalmis oluyorum haftasonu saatte bir inanilmaz yetersiz ve ayni sekilde kalabalik da oluyor batidan neredeyse tek ulasim ring fakat aksam-gunduz farketmez yurda donmek imkansiz ben ilk geldigimde ringler 10dkda birdi ve cok dahq iyiydi,Chemical Engineering,4,5,4,2,1,5,5,5,3,5,2,4,1,5,3,3,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,8,3.875,1,West_Dorms,4,5,1,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,2,5.0,Yes,4.0,More frequent buses,4.0,,Metallurgical and Materials Engineering,2,4,3,2,1,2,1,1,2,4,4,4,1,4,3,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,7,2.0,1,East_Dorms,4,4,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,3,2.0,No,3.0,Extended service hours,4.0,Sistemi engelli bireylerin de kullanacağı şekilde kalifiye etmek.,History,3,3,4,3,4,2,1,2,2,2,4,3,1,1,1,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,2.75,0,East_Dorms,3,2,3,0.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,3,3,2.0,No,2.0,More frequent buses,3.0,,Political Science and Public Administration,3,3,4,3,3,3,1,1,1,1,5,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.625,0,East_Dorms,1,1,1,0.0
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,1,1,3.0,Yes,3.0,More frequent buses,2.0,,Mechanical Engineering,2,4,3,2,1,1,2,1,2,4,4,4,1,4,3,2,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,7,2.0,1,Off_Campus_Far,3,4,2,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,1,5.0,Yes,3.0,More frequent buses,3.0,ogle saatlerinde a2den gelen sari ring bati yurtlarinda asiri doluyor ve gunun bazi saatlerinde 10 dakikada bir yapilmasi gerektigini dusunuyorum,Metallurgical and Materials Engineering,3,4,4,2,1,3,2,2,4,4,3,2,1,5,3,3,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,8,2.625,1,East_Dorms,3,6,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,3,4.0,Yes,5.0,Better real-time tracking,4.0,,Civil Engineering,2,3,3,1,1,1,2,1,1,4,4,3,1,5,3,2,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,8,1.75,1,East_Dorms,4,3,4,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,1,1,3.0,Yes,5.0,Better route coverage,2.0,,Petroleum and Natural Gas Engineering,2,5,3,5,1,1,2,1,2,4,5,3,1,4,3,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,7,2.5,1,East_Dorms,4,2,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,4,3,4.0,Yes,5.0,More frequent buses,4.0,Helpful,Political Science and Public Administration,3,3,4,1,1,1,1,1,2,4,3,3,1,4,2,4,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,6,1.875,1,East_Dorms,3,4,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,2,5.0,Yes,4.0,More frequent buses,3.0,,Civil Engineering,4,4,4,4,1,4,3,2,2,4,5,1,1,3,1,2,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,4,3.25,1,East_Dorms,3,4,3,1.0
Other,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,2,3,1.0,Yes,3.0,More frequent buses,3.0,,Molecular Biology and Genetics,3,4,4,2,2,3,2,2,1,3,5,1,1,3,2,4,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,5,2.75,1,East_Dorms,2,3,2,1.0
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,2,3.0,Yes,2.0,Better real-time tracking,3.0,"The ring buses sometimes do not stick to schedule. They arrive a couple of minutes early or late. If there was a constant and accurate real-time tracking it would fix this issue. For the record, the current real-time tracking on the metu app isn't always available, especially for the brown ring.",Aerospace Engineering,4,4,3,3,2,3,3,2,1,5,5,2,2,5,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,6,3.0,1,Off_Campus_Far,1,1,4,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,1,2.0,Yes,5.0,More frequent buses,2.0,"Gece ringleri kesinlikle sıklaşmalı, son metro saatine uygun ayarlanmalı. Haftasonu ringleri de aynı şekilde son geçen metroya göre ayarlanmalı ve çok daha sık olmalı. Batı yurtlarında kalmamamın en büyük sebeplerinden biri ring yoluyla ulaşımın zor, yaya ulaşımının ise geceleri tehlikeli ve uzun olması.",Chemical Engineering,2,5,4,4,2,5,4,2,2,3,5,3,4,1,2,5,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,3,3.5,0,East_Dorms,4,2,3,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,2,2,4.0,Yes,5.0,More frequent buses,3.0,,Primary and Preschool Education,3,5,5,2,1,2,2,2,1,5,5,4,1,5,2,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,7,2.75,1,East_Dorms,3,3,1,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,1,4.0,Yes,2.0,More frequent buses,3.0,,Chemical Engineering,4,4,5,3,2,4,1,1,1,3,5,2,1,3,1,2,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,4,3.0,1,East_Dorms,2,3,4,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,2,1,5.0,Yes,4.0,More frequent buses,3.0,,Foreign Languages Education,2,4,4,2,2,1,1,2,2,4,3,4,1,5,3,2,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,8,2.25,1,East_Dorms,3,4,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,1,1,2.0,Yes,4.0,More frequent buses,2.0,,Mathematics,5,5,5,4,5,5,2,2,2,3,5,2,1,1,1,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2,4.125,0,East_Dorms,2,3,2,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,4,4.0,Not sure,4.0,Better route coverage,4.0,,Psychology,3,4,2,3,1,2,2,1,1,4,4,3,2,5,3,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,8,2.25,1,East_Dorms,3,3,3,
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,2,4.0,Yes,5.0,More frequent buses,3.0,,Statistics,3,2,5,3,1,2,1,1,1,5,4,3,1,4,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,5,2.25,1,East_Dorms,2,3,3,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,1,5.0,Yes,4.0,More frequent buses,2.0,Doğu ve Batı yurtları için çok büyük bir ayrım olduüunu düşünüyorum,Food Engineering,3,5,5,5,1,4,3,1,1,3,5,1,1,3,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,3,3.375,1,East_Dorms,2,2,1,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,1,1.0,Yes,1.0,More frequent buses,5.0,"Mesela,""benim bölümüme gidiyor mu ?"" sorduğumda şöfer sinirleniyor.Daha nazik olsa iyi olur.1.sınıf öğrencisiyim diye hangi otobüsün gittiğini bilmiyorum.Sorduğumdada sinirleniyorlar.",Statistics,5,4,3,2,5,3,1,5,1,5,5,1,1,5,0,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,5,3.5,1,East_Dorms,2,2,3,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,3,2.0,Yes,1.0,Improved punctuality,5.0,"Gideceyi yeri yazili olarak gostermesi nerelürden gececek, hangi yerlərdə durucak",Statistics,3,4,4,3,5,1,1,1,2,5,3,1,1,3,0,3,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,2.75,1,East_Dorms,2,2,5,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,3,2.0,Yes,3.0,Better real-time tracking,3.0,,Chemical Engineering,4,5,5,2,4,4,2,2,2,4,5,5,1,1,3,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,4,3.5,0,East_Dorms,2,3,1,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Architecture,,,,4,3,2.0,Not sure,4.0,Better real-time tracking,3.0,,Industrial Design,3,4,4,4,1,3,1,1,1,3,5,3,1,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,3,2.625,0,East_Dorms,2,1,1,
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,2,2.0,Yes,4.0,Extended service hours,2.0,,Chemical Engineering,3,4,4,4,3,3,3,4,2,4,5,3,1,3,2,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,5,3.5,1,East_Dorms,2,2,3,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,3,2,4.0,Not sure,3.0,Better route coverage,3.0,Öğlen saatlerinde bölümlerden batıya giden ringin olmaması çok garip.,Political Science and Public Administration,3,4,3,4,1,3,1,1,2,3,4,4,1,3,2,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,2.5,1,East_Dorms,2,3,2,
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,2,2.0,Yes,4.0,More frequent buses,3.0,,Electrical and Electronics Engineering,3,4,3,4,2,2,2,3,2,5,4,3,1,5,3,2,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,8,2.875,1,West_Dorms,2,4,3,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,1,4.0,Yes,2.0,Extended service hours,2.0,,Chemistry,3,4,5,2,1,4,2,2,3,4,5,1,1,3,2,3,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,5,2.875,1,East_Dorms,2,4,5,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,2,3.0,Yes,2.0,Better route coverage,3.0,,Sociology,3,2,2,4,4,4,2,2,2,4,3,4,1,3,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,2.875,1,East_Dorms,1,1,2,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,2,2,2.0,Yes,2.0,More frequent buses,3.0,,Chemistry,3,2,4,2,4,4,2,2,2,4,4,4,1,4,2,4,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,2.875,1,East_Dorms,2,2,4,1.0
Female,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,2,3.0,Yes,3.0,More frequent buses,3.0,,Chemistry,3,4,3,2,3,2,1,3,2,2,5,4,1,1,1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,2.625,0,Off_Campus_Far,2,2,2,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,4,2,4.0,Yes,1.0,More frequent buses,3.0,Haftasonu seferler çok erken bitiriyor. Geç saatlerde geldiğimizde metro kapılarından yurtlata gitmek imkansız gibi oluyor. Ekstra sefer eklenmesi  gerektiğini düşünüyorum geç gelenler için.,Foreign Languages Education,2,2,3,3,1,2,1,1,2,4,4,2,1,3,3,3,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,6,1.875,1,East_Dorms,3,4,3,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,1,1,4.0,Yes,4.0,More frequent buses,3.0,,Geological Engineering,5,5,5,3,1,4,2,3,4,5,4,5,1,5,1,3,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,6,3.5,1,East_Dorms,2,4,3,1.0
Other,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,3,3,5.0,Yes,5.0,More frequent buses,4.0,Eğitim Fakültesi durağı çok kalabalık oluyor ve her hafta en az bir kez doluluktan dolayı binemiyorum.,Foreign Languages Education,3,5,4,2,1,4,3,3,1,4,4,3,1,3,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,4,3.125,1,East_Dorms,2,3,1,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,2,3,4.0,Yes,5.0,More comfortable buses,2.0,,Foreign Languages Education,3,5,5,3,1,3,5,2,2,3,5,3,1,2,1,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,3,3.375,0,East_Dorms,2,4,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Arts and Sciences,,,,3,2,5.0,Yes,5.0,Better route coverage,4.0,,Psychology,2,2,3,4,1,1,1,1,2,4,4,2,1,3,2,2,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,5,1.875,1,West_Dorms,3,3,4,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Education,,,,4,2,3.0,Yes,3.0,Better route coverage,3.0,,Mathematics and Science Education,3,4,5,4,2,3,2,1,1,5,5,2,1,5,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,8,3.0,1,West_Dorms,3,2,1,1.0
Female,Postgraduate Guesthouse,Master's,Faculty of Engineering,Institute of Natural Sciences,,,3,2,3.0,Yes,2.0,Better route coverage,3.0,"Ring seferlerinin özellikle akşam ve gece saatlerinde artırılması gerektiğini düşünüyorum. Aynı zamanda haftasonu 1 saat aralıklarla yapılan ringlerin de artırılması gerekiyor. Ayrıca güzergahların gündüz de akşam da gece de hem yurtlardan bölüm ve kapılara, hem de kapılardan bölüm ve yurtlara gider şekilde düzenlenmesi gerekli. Gündüz bölümden veya çarşıdan Batı yönüne gelemiyorum, akşam da Batı tarafından bölümlere ve kapılara gitmekte zorlanıyorum.",,1,4,4,4,4,3,1,1,3,4,3,2,1,3,3,3,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,6,2.75,1,Postgrad_Guesthouse,2,4,5,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Engineering,Graduate School of Social Sciences,,,3,2,4.0,Yes,2.0,Better route coverage,3.0,,,3,4,3,3,2,4,2,2,3,4,4,1,1,5,3,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,8,2.875,1,West_Dorms,5,4,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Arts and Sciences,,,,3,3,3.0,Yes,3.0,More frequent buses,3.0,Akşam geç ve sabah erken saatlerinde ring  sıklığının artması. Sabah saatleri için 8:00 den önce de sefer konulmasi. Gece geç saatlerde de seferlerin sıklaşması. Kampüste köpek sorunu olduğu için yürüyerek sabah erken ve gece geç saatlerde yurda gitmek veya yurttan çıkmak  çok güçleşiyor. Kampüste yürümek keyifli fakat köpeklerden dolayı sabah çok erken ve gece geç saatlerde kampüste yürümek çok zorlaşıyor. Ya köpek sorunun çözülmesi ya da ring seferlerinin daha sık ve geniş kapsamlı yapılmasının gerektiğini düşünüyorum. ,Physics,2,4,2,3,3,4,3,1,3,4,4,3,1,5,3,2,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,8,2.75,1,West_Dorms,5,7,3,1.0
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,Faculty of Engineering,Institute of Social Sciences,,,2,1,3.0,Yes,2.0,More frequent buses,3.0,,,2,4,5,2,3,4,4,2,2,3,4,2,1,3,2,5,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,3.25,1,West_Dorms,2,3,2,1.0
Female,Postgraduate Guesthouse,PhD,Faculty of Education,,,,2,3,2.0,Yes,3.0,Better route coverage,3.0,,Mathematics and Science Education,2,4,4,4,4,4,4,2,2,4,5,2,1,3,3,2,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,6,3.5,1,Postgrad_Guesthouse,3,5,3,1.0
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Education,,,,4,3,2.0,Yes,2.0,Better route coverage,4.0,"Turkuaz ring (https://tim.metu.edu.tr/turkuaz-ring) sabah batı yurtlarından metroya ulaşmak için en doğrudan seçenek ancak son durağının A2 değil de garajlar olması özellikle kötü havalarda kapıya ulaşmayı zorlaştırıyor. Ring hattındaki 2dk.lık bir uzatma, hattı kullanan öğrencilerin konforunu ciddi anlamda artırabilir.",Computer Education and Instructional Technology (CEIT),3,4,2,3,1,1,1,2,4,5,4,1,1,5,2,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,7,2.125,1,West_Dorms,3,3,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,Faculty of Engineering,Institute of Social Sciences,,,4,2,4.0,Yes,3.0,Improved punctuality,4.0,Hafta sonu özellikle Batı’dan ulaşım çok çok zorlayıcı. Taksi öğrenci bütçesine göre maliyetli. Ringlerin 7.30-8.00 de başlaması daha iyi olurdu.,,3,4,3,2,1,2,2,1,4,4,4,4,1,3,3,3,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,6,2.25,1,West_Dorms,3,3,3,1.0
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Economic and Administrative Sciences,,,,2,1,3.0,Yes,1.0,More frequent buses,3.0,,Political Science and Public Administration,3,4,5,4,2,4,1,1,1,5,4,2,1,5,3,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,8,3.0,1,West_Dorms,3,6,4,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,Faculty of Engineering,Institute of Social Sciences,,,4,4,4.0,Yes,2.0,Better route coverage,3.0,Bence sabah ve öğlen ringleri içerisinde batıya uğrayarak bir sefer de yapılabilir çünkü batıdan bölümlere ve doğuya gidilirken tam tersi için ringin a2 ye gitmesini ve tekrar batıya gitmesini beklemek hiç mantıklı değil ayrı bir sefer de düzenlenebilir belki çünkü bu olmadığı için sürekli yürümek gerekiyor ara vakitlerde,,3,4,5,4,3,3,1,1,2,4,4,3,1,5,3,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,8,3.0,1,West_Dorms,3,3,2,1.0
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,Faculty of Engineering,Institute of Social Sciences,,,1,5,5.0,Yes,2.0,Better route coverage,2.0,Mor ringi bolumleri dolaşmayacak şekilde düzenleseler çok daha iyi olacak. ,,5,5,5,5,1,5,5,3,2,3,4,3,1,4,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,7,4.25,1,West_Dorms,1,1,1,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,Faculty of Engineering,Institute of Social Sciences,,,2,4,3.0,Yes,2.0,More frequent buses,2.0,,,3,5,4,5,3,5,4,2,3,5,4,3,1,5,3,4,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,8,3.875,1,West_Dorms,4,5,4,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,4,2,4.0,Yes,4.0,Better route coverage,4.0,A1 ringine doğu yurtları durağı eklenmesi,Political Science and Public Administration,2,4,3,4,2,3,2,1,2,4,4,2,1,5,3,3,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,8,2.625,1,East_Dorms,4,3,4,1.0
